customer_id,age,region,policy_type,purchase_channel,policy_tenure_years,annual_income,annual_premium,claim_flag,claim_amount,satisfaction_score,renewed
C102583,34,East,Auto,Partner,13,37476,1926.08,0,0.0,3.5,1
C102584,56,North,Auto,Branch,11,57761,1286.49,1,2506.88,4.6,1
C102585,38,Central,Home,Online,7,42704,713.75,1,3029.72,3.8,1
C102586,50,South,Auto,Online,3,62690,1151.25,0,0.0,3.6,1
C102587,39,North,Auto,Agent,7,97795,1121.46,0,0.0,4.1,1
C102588,36,East,Health,Online,5,61326,1528.14,0,0.0,3.6,0
C102589,74,East,Auto,Online,4,84474,1328.4,0,0.0,3.4,1
C102590,38,West,Auto,Online,5,39133,857.31,1,1125.14,3.9,1
C102591,22,East,Health,Agent,3,64312,1871.03,0,0.0,2.9,0
C102592,39,North,Health,Agent,13,74601,1479.62,0,0.0,3.7,0
C102593,48,Central,Health,Branch,14,76837,1786.13,0,0.0,3.2,0
C102594,23,East,Life,Branch,2,75027,1314.98,0,0.0,4.0,0
C102595,35,North,Health,Partner,3,52298,1878.17,0,0.0,3.6,0
C102596,27,West,Health,Branch,0,68019,1884.5,0,0.0,3.6,1
C102597,47,West,Life,Agent,6,33684,1037.49,1,1878.55,2.8,0
C102598,59,West,Health,Agent,9,80928,2207.69,0,0.0,4.4,1
C102599,74,East,Home,Online,4,34861,1911.3,0,0.0,3.7,1
C102600,40,East,Health,Partner,8,74574,987.68,0,0.0,3.6,1
C102601,68,East,Health,Agent,5,70784,1695.98,0,0.0,2.8,0
C102602,30,North,Life,Online,0,70670,3227.9,0,0.0,4.5,0
C102603,63,South,Auto,Branch,3,89180,1461.92,0,0.0,3.5,1
C102604,50,Central,Life,Agent,12,70943,1427.1,0,0.0,3.6,1
C102605,61,West,Health,Partner,14,28121,1232.69,0,0.0,4.6,1
C102606,61,East,Health,Online,6,62617,2074.98,0,0.0,3.5,1
C102607,48,South,Health,Online,9,18000,2375.96,0,0.0,4.0,1
C102608,32,West,Auto,Partner,8,50360,964.56,0,0.0,4.3,1
C102609,48,South,Auto,Agent,4,44397,936.3,0,0.0,3.8,1
C102610,65,North,Life,Online,10,63481,1477.4,0,0.0,3.9,0
C102611,74,North,Health,Agent,6,37186,1759.74,0,0.0,4.0,0
C102612,71,West,Life,Branch,0,37726,1141.25,0,0.0,3.9,1
C102613,28,West,Auto,Online,6,61022,1931.21,0,0.0,3.8,0
C102614,52,North,Auto,Online,2,73146,1044.76,0,0.0,4.2,0
C102615,24,North,Auto,Online,7,52047,1311.76,0,0.0,4.5,1
C102616,56,West,Auto,Online,7,93815,1154.46,0,0.0,3.8,1
C102617,75,East,Health,Agent,7,45821,1310.6,0,0.0,4.2,1
C102618,21,West,Life,Online,2,64235,1933.09,0,0.0,5.0,1
C102619,56,North,Life,Branch,15,58143,804.03,1,4135.23,4.0,1
C102620,72,West,Health,Agent,1,45830,1858.16,0,0.0,3.7,1
C102621,67,Central,Auto,Agent,4,75605,1118.34,0,0.0,3.2,0
C102622,40,West,Health,Online,5,35974,1809.12,1,6345.76,3.4,0
C102623,24,South,Health,Agent,7,18000,1769.25,0,0.0,3.3,1
C102624,71,West,Home,Online,6,49730,1517.34,0,0.0,3.7,1
C102625,71,South,Health,Partner,15,47376,1758.82,0,0.0,4.5,1
C102626,51,North,Auto,Online,13,71131,1057.43,0,0.0,4.6,1
C102627,74,South,Auto,Partner,0,29504,1938.48,0,0.0,4.7,0
C102628,18,Central,Life,Agent,9,61427,1886.96,1,1744.58,3.1,1
C102629,53,East,Home,Branch,8,59248,1720.84,0,0.0,3.7,0
C102630,20,Central,Life,Partner,14,57810,1108.04,0,0.0,2.8,1
C102631,72,East,Auto,Branch,5,70793,1157.75,0,0.0,4.3,0
C102632,57,East,Health,Agent,7,51578,1783.14,0,0.0,4.8,1
C102633,70,North,Auto,Online,14,52939,923.52,0,0.0,3.4,1
C102634,50,West,Life,Branch,7,60105,1280.61,0,0.0,4.9,1
C102635,22,North,Auto,Online,9,50165,1151.69,0,0.0,4.1,0
C102636,19,East,Home,Agent,4,27641,1457.37,0,0.0,4.2,0
C102637,37,South,Auto,Partner,12,44611,1278.69,0,0.0,3.2,1
C102638,61,South,Auto,Agent,1,47339,1913.16,0,0.0,4.1,1
C102639,26,East,Auto,Online,15,41877,1447.64,0,0.0,4.6,1
C102640,67,North,Health,Partner,2,46303,1857.97,0,0.0,3.3,0
C102641,31,South,Life,Online,9,55233,1360.46,0,0.0,4.2,1
C102642,46,Central,Life,Partner,1,47069,1077.91,0,0.0,3.9,1
C102643,29,North,Health,Branch,1,67372,1708.58,0,0.0,3.7,1
C102644,45,South,Health,Online,11,67652,2174.26,0,0.0,4.7,1
C102645,44,South,Home,Online,12,18000,1660.3,0,0.0,4.0,1
C102646,18,South,Auto,Partner,5,26203,1328.16,0,0.0,4.2,0
C102647,50,West,Home,Online,0,18000,2029.84,0,0.0,4.5,1
C102648,63,South,Home,Partner,0,47071,350.0,0,0.0,2.7,0
C102649,72,East,Health,Agent,14,45952,2024.43,0,0.0,3.8,1
C102650,37,West,Auto,Agent,12,54718,1273.01,1,1889.3,3.2,1
C102651,69,South,Auto,Branch,6,67165,1201.78,0,0.0,3.6,1
C102652,68,Central,Health,Agent,4,51231,1682.66,1,5365.01,3.1,1
C102653,75,Central,Life,Agent,11,41148,2359.06,0,0.0,3.5,1
C102654,39,North,Health,Agent,14,51922,1065.73,0,0.0,2.8,1
C102655,67,South,Health,Agent,10,43110,2415.74,0,0.0,3.4,1
C102656,50,South,Health,Online,13,25408,1437.74,0,0.0,3.3,1
C102657,21,North,Home,Branch,13,69241,1224.26,1,1996.54,3.1,0
C102658,33,East,Auto,Agent,4,59642,1322.97,0,0.0,4.1,1
C102659,56,East,Auto,Branch,11,78081,1686.05,1,335.66,4.3,1
C102660,27,East,Home,Agent,3,29733,1408.51,0,0.0,4.0,1
C102661,43,South,Auto,Agent,3,22934,1337.36,0,0.0,4.0,0
C102662,62,South,Auto,Online,15,35153,945.77,0,0.0,3.5,1
C102663,26,Central,Health,Partner,5,59179,2628.99,0,0.0,3.4,0
C102664,46,Central,Auto,Agent,13,67461,1264.57,0,0.0,3.8,1
C102665,30,North,Life,Partner,5,57153,1533.58,0,0.0,3.8,1
C102666,49,West,Life,Branch,14,54585,2133.64,0,0.0,4.1,1
C102667,31,East,Life,Branch,4,67382,2098.46,0,0.0,3.9,1
C102668,73,West,Life,Agent,0,43730,1430.14,0,0.0,3.9,1
C102669,22,East,Auto,Online,7,71016,1841.53,0,0.0,4.9,0
C102670,73,Central,Health,Online,9,87730,1499.27,0,0.0,3.9,1
C102671,63,North,Home,Branch,6,32870,1277.77,0,0.0,4.1,0
C102672,67,South,Auto,Online,4,47427,1468.78,0,0.0,4.7,1
C102673,67,Central,Life,Online,13,26983,1900.81,0,0.0,4.1,1
C102674,28,North,Auto,Agent,5,34627,1411.04,0,0.0,3.7,1
C102675,72,North,Health,Online,11,59066,1908.39,1,1688.87,3.0,0
C102676,52,West,Home,Online,1,21659,1656.29,0,0.0,3.2,1
C102677,73,West,Life,Agent,13,37967,1336.24,0,0.0,4.2,1
C102678,68,West,Home,Online,11,70965,1349.43,0,0.0,4.1,1
C102679,51,West,Health,Online,2,56022,2055.63,0,0.0,4.3,0
C102680,39,West,Auto,Online,8,65824,1202.39,0,0.0,3.8,1
C102681,24,North,Health,Agent,11,28716,2149.46,0,0.0,3.4,1
C102682,23,West,Home,Partner,12,53219,1133.87,0,0.0,3.2,1
C102683,40,West,Health,Online,6,85961,2383.81,0,0.0,4.0,1
C102684,65,Central,Home,Branch,1,40086,726.8,0,0.0,3.4,1
C102685,47,South,Auto,Online,0,43216,1453.71,0,0.0,3.6,0
C102686,45,North,Auto,Agent,15,62471,1350.73,0,0.0,4.9,1
C102687,32,West,Life,Online,1,35803,2178.46,0,0.0,4.5,1
C102688,50,South,Auto,Branch,5,64911,1090.85,0,0.0,3.5,0
C102689,55,North,Health,Branch,13,19660,1152.32,0,0.0,4.4,1
C102690,74,Central,Health,Branch,15,18000,1561.83,0,0.0,3.5,1
C102691,60,East,Life,Online,7,57660,1372.8,0,0.0,4.4,1
C102692,53,South,Auto,Branch,10,34363,1644.19,0,0.0,4.2,0
C102693,70,North,Auto,Online,8,41817,1069.69,0,0.0,2.7,0
C102694,42,North,Life,Agent,1,67779,2552.41,1,2861.16,3.4,0
C102695,72,West,Home,Branch,7,63236,1824.95,1,6385.69,3.7,1
C102696,39,East,Health,Agent,12,29908,1897.88,0,0.0,3.5,1
C102697,25,North,Health,Branch,10,61355,2521.12,0,0.0,3.5,0
C102698,42,South,Health,Branch,8,46596,1324.59,0,0.0,3.7,0
C102699,25,North,Life,Branch,13,59508,1077.86,0,0.0,3.7,1
C102700,24,North,Home,Online,3,51637,1849.95,0,0.0,3.3,0
C102701,69,South,Life,Agent,9,24938,2506.12,0,0.0,3.7,1
C102702,64,East,Life,Agent,2,39164,1032.02,0,0.0,3.1,1
C102703,30,South,Health,Agent,0,18000,1910.83,0,0.0,3.9,0
C102704,66,South,Health,Branch,15,55333,1435.32,0,0.0,3.1,0
C102705,21,East,Home,Agent,12,59144,659.52,0,0.0,3.1,0
C102706,34,East,Home,Branch,15,39320,1325.6,0,0.0,4.7,1
C102707,58,North,Home,Online,7,49917,574.93,0,0.0,4.6,1
C102708,35,North,Auto,Agent,9,34467,1218.04,0,0.0,4.5,1
C102709,60,North,Life,Partner,0,74615,1083.17,0,0.0,4.0,1
C102710,68,South,Home,Online,2,28853,1119.49,0,0.0,4.3,1
C102711,21,West,Life,Online,1,46401,647.43,0,0.0,5.0,0
C102712,19,North,Health,Branch,5,28631,2541.74,0,0.0,2.7,0
C102713,72,West,Health,Online,6,56227,1660.05,0,0.0,4.2,1
C102714,48,West,Home,Agent,3,70688,1429.66,0,0.0,4.5,1
C102715,47,North,Home,Branch,12,18000,1644.4,0,0.0,3.2,0
C102716,44,North,Auto,Agent,9,63772,1604.36,0,0.0,3.6,0
C102717,43,South,Health,Partner,6,81368,1391.62,0,0.0,3.3,0
C102718,58,North,Home,Partner,6,54321,2126.32,1,1192.22,2.9,1
C102719,51,East,Life,Agent,9,39854,1501.61,0,0.0,2.8,1
C102720,27,North,Auto,Partner,6,51315,1943.0,0,0.0,4.0,0
C102721,54,Central,Auto,Online,12,42179,1054.84,0,0.0,4.5,1
C102722,56,East,Health,Online,12,87357,2568.8,0,0.0,4.1,1
C102723,24,West,Auto,Branch,2,67030,961.78,0,0.0,3.5,1
C102724,39,West,Auto,Agent,15,68208,940.72,0,0.0,3.8,0
C102725,63,East,Health,Online,7,90791,2030.6,0,0.0,3.9,1
C102726,53,Central,Home,Agent,3,76202,873.21,0,0.0,4.5,1
C102727,25,Central,Health,Online,13,49815,2579.61,0,0.0,3.7,1
C102728,20,South,Health,Online,6,52456,1509.18,0,0.0,4.4,1
C102729,51,North,Life,Agent,2,94476,2441.83,0,0.0,5.0,1
C102730,44,South,Health,Partner,8,38693,1986.28,0,0.0,3.9,1
C102731,73,South,Home,Branch,6,48911,1429.92,0,0.0,2.9,1
C102732,48,East,Auto,Agent,3,33768,1220.55,0,0.0,5.0,0
C102733,72,South,Home,Agent,11,19271,1205.92,0,0.0,3.2,1
C102734,30,East,Home,Online,6,36164,1217.86,0,0.0,4.5,1
C102735,43,West,Auto,Agent,8,36518,2177.09,0,0.0,4.3,0
C102736,26,South,Home,Agent,0,40748,1639.69,0,0.0,3.5,0
C102737,51,East,Home,Branch,5,63021,1739.14,0,0.0,3.2,1
C102738,28,South,Health,Agent,0,51786,1555.27,0,0.0,4.5,1
C102739,46,West,Home,Partner,4,70198,1662.61,0,0.0,3.6,0
C102740,37,West,Auto,Branch,12,54717,1371.28,0,0.0,3.0,0
C102741,28,North,Health,Online,14,55223,1859.57,0,0.0,4.5,1
C102742,23,West,Life,Partner,5,46756,1467.45,0,0.0,4.1,1
C102743,47,North,Auto,Online,11,87045,600.93,0,0.0,3.0,0
C102744,72,West,Auto,Partner,11,44379,1456.79,0,0.0,4.3,1
C102745,29,East,Auto,Agent,12,68500,635.3,0,0.0,3.9,0
C102746,41,East,Life,Agent,1,30720,1894.83,0,0.0,4.1,1
C102747,31,West,Auto,Agent,4,47618,677.9,0,0.0,5.0,1
C102748,64,Central,Auto,Agent,10,88136,548.99,0,0.0,3.2,1
C102749,42,West,Home,Branch,4,64331,1013.78,0,0.0,3.8,0
C102750,74,East,Home,Branch,10,26805,1779.21,0,0.0,3.8,1
C102751,32,West,Health,Agent,14,33427,1568.46,0,0.0,4.2,1
C102752,22,East,Life,Branch,13,80838,1422.9,0,0.0,3.4,1
C102753,51,West,Auto,Agent,7,53590,1971.5,0,0.0,4.0,1
C102754,55,Central,Health,Agent,3,47046,2394.07,0,0.0,4.5,1
C102755,75,North,Health,Online,5,37977,2142.01,0,0.0,5.0,1
C102756,68,South,Auto,Branch,8,46287,804.05,0,0.0,4.1,1
C102757,69,South,Life,Agent,11,77450,1848.16,0,0.0,3.1,0
C102758,54,North,Health,Agent,14,39400,1627.04,0,0.0,4.4,1
C102759,38,South,Auto,Branch,13,41164,1235.82,0,0.0,2.9,0
C102760,42,South,Auto,Partner,3,62792,1167.81,0,0.0,2.6,1
C102761,25,East,Auto,Online,1,33285,1242.24,0,0.0,3.4,1
C102762,43,North,Life,Agent,1,35171,911.97,1,283.1,2.9,1
C102763,39,South,Auto,Agent,3,52113,1300.69,1,2512.12,3.6,1
C102764,20,West,Life,Online,5,52565,1573.76,0,0.0,4.5,1
C102765,29,South,Auto,Online,0,37434,997.63,0,0.0,4.1,1
C102766,49,East,Life,Branch,15,60517,1625.73,0,0.0,2.8,0
C102767,39,West,Home,Online,5,55939,1061.34,1,949.2,2.9,1
C102768,75,Central,Auto,Branch,2,18000,933.78,0,0.0,3.6,1
C102769,45,East,Auto,Partner,8,66049,1093.65,0,0.0,3.8,1
C102770,73,North,Home,Online,1,41748,1717.66,0,0.0,4.3,0
C102771,56,North,Auto,Agent,13,66509,961.56,0,0.0,4.2,1
C102772,20,Central,Auto,Online,15,89434,2220.82,1,2786.88,4.0,1
C102773,29,West,Home,Branch,14,50792,1259.43,0,0.0,3.3,0
C102774,58,West,Life,Agent,6,40393,1782.55,0,0.0,2.2,0
C102775,49,West,Home,Agent,10,76818,1609.16,0,0.0,3.1,0
C102776,35,North,Life,Branch,2,36896,1359.2,0,0.0,4.4,0
C102777,48,East,Health,Branch,0,86064,1962.4,0,0.0,5.0,1
C102778,70,West,Home,Agent,8,43656,685.84,0,0.0,2.8,1
C102779,40,Central,Auto,Partner,11,40715,2213.15,0,0.0,3.0,1
C102780,20,South,Home,Partner,0,94586,1947.63,0,0.0,4.6,1
C102781,36,East,Home,Agent,15,58534,1897.43,0,0.0,3.8,1
C102782,72,North,Health,Online,6,81195,1753.6,0,0.0,4.4,1
C102783,62,Central,Life,Branch,9,51528,1608.12,0,0.0,3.1,1
C102784,66,South,Health,Partner,0,50247,2725.53,0,0.0,3.7,0
C102785,70,West,Health,Agent,14,18000,2334.81,0,0.0,4.8,1
C102786,24,South,Health,Branch,9,70211,2476.98,0,0.0,3.7,1
C102787,34,West,Auto,Agent,7,58935,1384.96,0,0.0,3.8,1
C102788,21,West,Auto,Agent,9,49988,1221.07,0,0.0,4.2,1
C102789,18,South,Life,Branch,13,62654,1635.39,1,2453.74,4.4,1
C102790,66,Central,Health,Partner,0,52689,1115.99,0,0.0,4.0,0
C102791,72,Central,Home,Online,0,35019,1170.42,0,0.0,4.1,1
C102792,27,Central,Health,Online,8,58527,2086.14,0,0.0,3.6,1
C102793,59,South,Life,Agent,12,48567,1719.92,0,0.0,4.2,1
C102794,49,West,Home,Agent,15,65339,1534.2,0,0.0,4.1,1
C102795,22,East,Auto,Branch,1,46955,1354.64,0,0.0,4.2,1
C102796,71,East,Auto,Online,6,43564,1641.19,0,0.0,4.5,1
C102797,68,East,Home,Branch,12,42204,1083.64,0,0.0,4.4,1
C102798,50,West,Auto,Agent,15,36088,1311.25,0,0.0,4.1,0
C102799,59,North,Health,Branch,4,42594,1981.3,0,0.0,3.3,1
C102800,41,East,Auto,Agent,15,59774,1469.17,0,0.0,4.2,1
C102801,63,North,Auto,Branch,12,38506,1016.06,0,0.0,4.4,1
C102802,43,South,Life,Agent,3,30842,1331.85,0,0.0,3.9,1
C102803,75,North,Life,Agent,13,66209,1766.94,0,0.0,3.6,0
C102804,21,South,Home,Agent,9,49513,1627.31,0,0.0,4.0,1
C102805,27,West,Auto,Agent,13,65824,1082.13,0,0.0,3.5,1
C102806,74,East,Life,Online,13,48035,1760.62,0,0.0,3.5,1
C102807,34,North,Health,Partner,3,41708,587.4,0,0.0,3.8,0
C102808,36,West,Life,Branch,11,20622,2519.65,0,0.0,3.8,0
C102809,63,Central,Auto,Online,7,31661,1356.88,0,0.0,3.5,1
C102810,28,Central,Auto,Branch,12,36293,1910.82,0,0.0,4.1,1
C102811,47,Central,Home,Online,2,57057,1976.74,0,0.0,4.1,1
C102812,34,Central,Life,Agent,4,50038,1176.5,0,0.0,3.2,1
C102813,29,East,Auto,Online,3,33541,653.62,0,0.0,4.2,1
C102814,73,Central,Auto,Online,14,18000,1535.89,0,0.0,3.7,1
C102815,29,Central,Health,Agent,5,60327,1573.3,1,1726.61,4.2,0
C102816,23,South,Life,Agent,3,67793,1946.05,0,0.0,3.1,1
C102817,57,Central,Home,Online,11,69364,836.81,0,0.0,3.9,0
C102818,68,West,Life,Online,10,34634,1188.81,0,0.0,4.0,0
C102819,25,West,Home,Online,10,70483,1867.58,0,0.0,4.0,0
C102820,59,Central,Life,Online,14,62188,912.63,0,0.0,5.0,1
C102821,49,South,Health,Agent,14,62102,1834.39,0,0.0,4.3,0
C102822,66,East,Auto,Online,5,41031,1708.46,0,0.0,4.1,0
C102823,25,West,Home,Agent,15,49611,2245.89,1,3855.93,3.6,1
C102824,74,West,Health,Agent,8,84967,2786.65,0,0.0,4.3,1
C102825,53,Central,Health,Online,14,82192,1458.2,0,0.0,3.2,1
C102826,66,Central,Auto,Branch,11,51131,1176.16,1,781.39,4.0,1
C102827,38,West,Home,Branch,1,55451,1344.28,0,0.0,3.5,0
C102828,72,Central,Home,Branch,14,18000,1112.75,1,354.32,2.9,1
C102829,54,North,Health,Agent,9,73671,2165.78,1,2591.26,3.6,1
C102830,25,Central,Life,Online,7,65421,976.02,0,0.0,3.8,1
C102831,71,North,Health,Agent,5,58211,967.58,0,0.0,4.3,1
C102832,64,East,Auto,Partner,9,41157,1511.75,1,2257.06,3.4,0
C102833,35,North,Auto,Agent,14,53195,1654.21,0,0.0,4.3,0
C102834,49,East,Health,Branch,2,78384,1755.43,0,0.0,4.0,1
C102835,40,South,Auto,Agent,3,58515,1121.49,0,0.0,3.5,0
C102836,49,North,Home,Partner,1,99370,1594.81,0,0.0,3.3,1
C102837,73,West,Home,Online,3,66607,1034.21,0,0.0,4.3,1
C102838,70,West,Health,Agent,0,35462,2194.74,0,0.0,4.0,1
C102839,30,North,Life,Agent,3,44606,2248.17,0,0.0,3.5,1
C102840,74,West,Life,Branch,7,39223,1686.48,0,0.0,4.3,1
C102841,43,North,Health,Branch,13,67439,2472.08,0,0.0,3.4,1
C102842,58,North,Auto,Branch,8,72764,1752.63,0,0.0,3.8,0
C102843,62,North,Auto,Branch,3,82893,1058.57,0,0.0,3.3,1
C102844,46,East,Home,Agent,1,46017,1881.19,0,0.0,3.6,1
C102845,44,West,Health,Online,14,60424,2191.6,0,0.0,4.2,1
C102846,44,East,Home,Partner,2,75048,2565.14,0,0.0,3.0,0
C102847,68,Central,Home,Online,12,79897,1716.41,0,0.0,4.3,1
C102848,40,East,Health,Online,4,29851,1751.26,0,0.0,4.2,1
C102849,34,West,Auto,Online,10,63162,1128.37,0,0.0,4.5,1
C102850,38,Central,Auto,Agent,14,30525,1191.98,0,0.0,4.5,1
C102851,29,South,Health,Agent,14,41168,1549.17,1,921.03,3.9,0
C102852,40,North,Home,Branch,1,28478,1785.45,0,0.0,4.1,0
C102853,24,North,Home,Agent,8,40823,1512.08,1,2233.73,2.9,1
C102854,23,East,Home,Online,7,25905,1883.76,0,0.0,4.3,0
C102855,59,East,Home,Online,14,30725,693.89,0,0.0,4.7,1
C102856,22,North,Health,Partner,12,35718,1574.13,0,0.0,4.5,1
C102857,50,Central,Auto,Branch,2,57456,1809.72,1,182.8,3.7,0
C102858,63,Central,Auto,Partner,13,52610,620.71,0,0.0,4.4,0
C102859,60,South,Auto,Online,5,22408,1527.97,0,0.0,5.0,1
C102860,43,South,Auto,Partner,11,101345,1317.94,0,0.0,3.6,1
C102861,29,South,Auto,Partner,2,43207,1502.7,0,0.0,4.4,0
C102862,71,South,Home,Agent,4,28073,1865.78,1,848.29,4.0,1
C102863,66,Central,Auto,Branch,1,62486,1298.88,0,0.0,3.3,1
C102864,53,East,Auto,Online,1,51918,1514.28,0,0.0,4.2,0
C102865,23,North,Auto,Branch,14,37372,1269.09,0,0.0,4.2,1
C102866,20,East,Auto,Branch,2,59031,1344.91,1,4248.15,3.2,1
C102867,36,North,Auto,Agent,9,39897,1356.29,0,0.0,3.3,1
C102868,27,East,Auto,Online,12,46678,2037.54,1,3584.74,4.1,0
C102869,67,East,Auto,Agent,1,78381,710.49,0,0.0,3.8,0
C102870,29,West,Life,Branch,4,54224,1034.19,0,0.0,3.5,1
C102871,34,East,Auto,Branch,7,63054,1428.12,0,0.0,3.0,0
C102872,74,Central,Auto,Agent,5,42602,1384.67,1,2093.23,3.7,1
C102873,65,North,Health,Partner,14,54758,2451.37,0,0.0,3.6,1
C102874,30,West,Auto,Online,2,38125,1673.1,0,0.0,3.2,1
C102875,40,North,Health,Online,11,37329,2112.61,0,0.0,4.2,1
C102876,47,South,Health,Online,6,44577,1625.3,0,0.0,4.2,1
C102877,56,Central,Life,Branch,6,39499,2351.34,1,3166.48,3.0,0
C102878,72,West,Life,Branch,5,70685,1636.07,0,0.0,3.3,1
C102879,68,North,Home,Branch,10,62424,1636.98,0,0.0,3.3,1
C102880,74,East,Auto,Partner,5,18000,942.78,0,0.0,4.0,0
C102881,20,West,Health,Agent,10,83035,1675.72,0,0.0,4.2,0
C102882,31,Central,Auto,Online,0,63540,1009.09,0,0.0,2.7,1
C102883,50,West,Home,Agent,4,72603,1644.92,0,0.0,3.5,1
C102884,20,North,Auto,Agent,7,48923,1858.99,0,0.0,3.7,0
C102885,38,East,Home,Agent,3,25107,737.67,0,0.0,5.0,1
C102886,26,North,Auto,Online,1,28167,1329.61,0,0.0,3.9,1
C102887,72,North,Health,Agent,3,82730,1734.02,0,0.0,3.4,1
C102888,21,East,Auto,Agent,8,22709,1352.08,0,0.0,4.4,1
C102889,26,West,Health,Online,15,25979,2560.09,0,0.0,3.3,1
C102890,29,North,Home,Partner,10,44209,1340.5,0,0.0,3.0,1
C102891,26,West,Health,Online,14,27074,2114.13,0,0.0,4.3,1
C102892,50,West,Auto,Partner,8,61597,1245.05,1,4468.89,3.8,1
C102893,39,West,Auto,Online,0,62994,1472.16,1,1916.14,3.1,1
C102894,70,South,Life,Partner,2,59446,1745.38,0,0.0,4.0,1
C102895,33,South,Health,Agent,12,40945,2546.76,0,0.0,3.6,1
C102896,49,North,Health,Online,9,57198,2339.83,0,0.0,3.4,1
C102897,56,South,Health,Online,13,84104,2121.33,0,0.0,4.7,1
C102898,54,South,Health,Agent,6,26188,2449.03,0,0.0,3.4,1
C102899,64,South,Health,Branch,14,72100,1459.52,0,0.0,3.9,1
C102900,29,North,Auto,Online,5,66544,1164.56,0,0.0,4.8,1
C102901,47,North,Health,Online,13,50105,2091.66,0,0.0,4.4,1
C102902,64,Central,Health,Branch,2,54995,1663.02,0,0.0,3.3,0
C102903,68,West,Auto,Agent,7,58421,641.29,0,0.0,4.6,0
C102904,53,South,Home,Agent,15,34423,2175.99,0,0.0,3.6,1
C102905,55,Central,Auto,Online,12,22619,1028.46,0,0.0,3.5,1
C102906,68,South,Auto,Agent,6,68317,1818.63,0,0.0,3.8,0
C102907,54,East,Home,Online,14,29592,1069.67,0,0.0,3.5,1
C102908,73,Central,Life,Agent,7,32323,2009.77,0,0.0,3.3,1
C102909,25,East,Auto,Online,15,42720,836.59,0,0.0,3.5,1
C102910,38,South,Home,Partner,1,57121,1101.73,0,0.0,5.0,1
C102911,24,South,Auto,Agent,13,43012,1811.99,0,0.0,4.2,1
C102912,23,East,Home,Agent,10,38968,941.99,0,0.0,2.9,1
C102913,45,West,Health,Branch,2,69150,1216.9,0,0.0,4.2,1
C102914,31,East,Home,Partner,4,46002,1579.35,0,0.0,4.3,1
C102915,41,East,Health,Branch,13,37627,2037.12,0,0.0,3.2,1
C102916,43,South,Auto,Agent,11,59103,967.15,0,0.0,3.6,0
C102917,54,East,Life,Partner,3,53055,1340.33,0,0.0,2.6,1
C102918,72,South,Auto,Online,1,52517,1227.86,0,0.0,3.7,0
C102919,67,Central,Auto,Branch,5,59982,1488.85,0,0.0,2.8,1
C102920,39,West,Health,Branch,4,49526,1131.66,0,0.0,3.8,1
C102921,36,East,Health,Agent,10,67205,1542.66,0,0.0,4.6,1
C102922,62,West,Auto,Partner,11,26289,973.32,0,0.0,4.3,1
C102923,25,North,Health,Branch,4,74343,2422.2,0,0.0,4.0,1
C102924,49,South,Health,Branch,6,35563,1845.82,0,0.0,4.0,1
C102925,42,East,Health,Partner,2,22540,2657.5,0,0.0,4.6,1
C102926,28,East,Life,Branch,0,37810,1022.58,0,0.0,4.3,0
C102927,53,West,Health,Online,14,45709,639.65,0,0.0,2.9,1
C102928,36,Central,Health,Online,12,38770,2194.17,0,0.0,3.9,1
C102929,28,South,Health,Agent,12,34627,1799.67,0,0.0,3.2,0
C102930,55,South,Auto,Online,15,70190,2138.73,0,0.0,4.6,1
C102931,28,West,Home,Branch,0,36329,1047.69,0,0.0,4.0,0
C102932,57,South,Life,Branch,6,18000,1575.71,0,0.0,3.3,1
C102933,27,North,Home,Online,11,45692,1584.56,0,0.0,4.8,1
C102934,43,Central,Life,Partner,9,88817,1213.67,0,0.0,4.1,1
C102935,64,Central,Health,Branch,12,32847,1590.35,0,0.0,5.0,0
C102936,31,Central,Home,Partner,5,35806,839.93,0,0.0,3.4,1
C102937,62,South,Auto,Online,1,44734,1654.97,1,11480.09,3.5,0
C102938,59,North,Life,Agent,8,79796,1155.72,0,0.0,3.0,1
C102939,70,East,Health,Agent,11,45529,1582.24,0,0.0,3.5,1
C102940,27,Central,Auto,Branch,11,33580,1652.8,0,0.0,3.4,1
C102941,59,North,Home,Partner,2,58535,1047.75,0,0.0,3.9,0
C102942,72,North,Health,Partner,10,57196,1714.2,0,0.0,3.4,1
C102943,62,North,Life,Online,10,60760,2108.67,0,0.0,3.8,1
C102944,28,West,Home,Agent,5,32878,1051.74,1,150.0,3.3,0
C102945,65,West,Life,Branch,4,41839,1705.26,0,0.0,3.6,0
C102946,24,West,Health,Online,3,72262,1238.61,0,0.0,4.2,1
C102947,52,North,Health,Partner,1,59362,1555.91,1,1824.22,2.2,1
C102948,46,West,Home,Branch,8,66556,1825.23,0,0.0,4.1,1
C102949,48,East,Auto,Branch,5,51026,1204.51,0,0.0,3.8,1
C102950,48,North,Auto,Partner,10,71015,922.55,0,0.0,3.5,0
C102951,19,South,Life,Online,9,57277,2223.78,0,0.0,3.9,0
C102952,47,East,Life,Agent,9,42576,2554.69,0,0.0,4.0,1
C102953,72,South,Life,Branch,15,65418,1361.12,0,0.0,4.3,1
C102954,43,Central,Auto,Branch,2,36249,1633.09,0,0.0,3.6,1
C102955,34,East,Auto,Branch,0,79784,1399.06,0,0.0,4.5,1
C102956,75,South,Life,Online,5,70146,2431.63,0,0.0,4.9,1
C102957,23,West,Auto,Agent,0,46731,1485.93,0,0.0,3.8,1
